brand,product_code
"Danone, Fjord, Fjord nature",2
"Danone, Gervais, Gervais suisse nature",1
"Danone, Hipro",1
"Danone, Jockey, Jockey fruits",1
"Danone, Jockey, Jockey natural",1
"Danone, Les 2 vaches",2
"Danone, Light & Free",1
"Danone, Veloute, Veloute aux fruits, Velouté Fruix",1
"Danone, Velouté, Velouté nature",1
"Danone,Actimel",1
"Danone,Activia",2
"Danone,Hipro,Hipro spoon",1
"Danone,LIGHT & FREE",1
"Danone,La Salvetat",1
"Danone,Volvic",1
Danonino,1
Danpack,1
Danube,1
Dari,2
Dark Excelente,1
Dark Excellente,1
"Darlet, Ibercacao",1
Dash,1
Date Crown,1
Daunat,5
Dave's Killer Bread,6
Dawtona,2
De Cecco,5
DeBeukelaer,1
Dee Thai,1
Del Monte,2
"Delabli, l'atelier Blini",1
Delacre,4
"Delacre, Ferrero",2
Deli Kitchen,2
Deli Originals Fresh,1
"Deli, Deli Reform, Walter Rau Lebensmittelwerke",1
Delicia,5
Delicious Desserts,1
Deliciously Ella,10
"Delikato, Jütro",1
"Delikato,Jütro",1
Deliplus,3
Delpierre,2
Delta,2
Deluxe,10
Deluxe (LIDL),1
"Deluxe, Lidl",2
"Deluxe, Lidl, Lidl Deluxe",1
"Deluxe,Lidl",2
Dessaint,1
"Deutsche Extrakt Kaffee, REWE, ja!",1
Devin,3
"Diet pepsi, Pepsi zero, Pepsico",1
Digestive,1
Dima,1
DmBio,6
"DmBio, dm",2
"DmBio, dm, dmBio (DM)",1
Dobrogea,1
"Dolca,Nestlé",1
Don Simón,7
Doritos,16
"Doritos, Dr Organic",1
"Doritos, Multibev, PepsoCo",1
"Doritos, PepsiCo",1
"Doritos, Pepsico",1
"Doritos,Frito Lay",1
"Doritos,Walkers",1
Dorna,1
Dorolina,1
Dorset Cereals,4
Dorset cereals,4
Dost,4
"DouceurⓇ, Knorr®",1
Doves Farm,2
Doves farm,1
Dovgan,1
Dr Wills,1
Dr. Karg's,2
Dr. Oetker,11
"Dr. Oetker, ANCEL",1
"Dr. Oetker, Ancel",2
"Dr. Oetker, Cameo",1
"Dr. Oetker, Fertigessen",1
"Dreistern, S.Pellegrino",1
Duc De Coeur,1
Duc de Coeur,1
"Duc de coeur, Harvest Basket, frisan",1
Ducros,5
Dulano,5
Dulano Lidl,1
Dulano Selection,1
Dulcesol,1
"Dulcesol, Vicky Foods",1
Dulcinea,4
Dunn's River,1
"Duplo,Ferrero",1
Duval,1
Délice,2
"Délice, Danone,",1
"Délice,Danone",1
"Délices de Kerloch, Sondey",1
Délicia,6
Délisse,1
"Délisse, Marque Repère",10
"Délisse, Marque Repère, Leclerc",1
"Délisse, Marque Repère, Scamark (Filiale E. Leclerc)",2
"Délisse,Marque Repère",1
"E.Leclerc, Eco +, Eco+, Leclerc",1
ECOMIL,1
EL BARAKA,1
ENTREMONT,1
ENVIA,2
"ENVIA, milbona",1
EPI D'OR,1
ETHIQUABLE,1
"ETHNOSCIENCE, Ecoidées",1
ETi,1
EXCELO,1
Eagle,1
Eastman's Deli Foods,1
Eat Natural,8
Eat Plants Free of Palm,1
Eat Real,8
Eat natural,1
Eau Minérale,1
"Eau de Beckerich, Rocheval, Source Ophélie",1
Eau minérale naturelle,1
Eau minérale naturelle des Montagnes d'Atlas,1
Ebly,4
"Ebro Foods, Panzani",3
"Ebro Foods, Panzani, Panzani les 3 Minutes",1
"Ebro Foods, Panzani, Regia",1
Eco Mil,1
Eco+ Leclerc eco,1
Ecomil,2
"Edeka, Gut & Günstig",1
Efsane,1
Eggo,1
Ehrmann,3
"Ekibio, Le Pain des Fleurs",1
"Ekibio, Le pain des fleurs",2
"Ekibio,Le Pain des Fleurs",1
"Ekibio,Le Pain des fleurs",1
"Ekibio,Le pain des Fleurs",1
Ekmek,1
El Baraka,3
"El Tequito, Freshona, El Tequito - Lidl",1
"El tequito, Snack Day",1
ElPozo,1
Elephant,4
Eliges,1
Elinas,1
Ella's kitchen,1
Elle & Vire,8
"Elle & Vire, Elle et Vire",1
"Elle & Vire, Elle&Vire International, Savencia",1
"Elle & Vire, Savencia",5
"Elle & Vire,Savencia",1
Elle & vire,1
"Elle & vire, Savencia",3
Elle&Vire,1
Elmlea,2
Elpozo,1
Emco,2
Emporium,4
"Emporium,Aldi",1
Encona,1
Enervit,1
Engevita,1
EntreMont,3
Entremont,5
"Entremont, Sodiaal",1
Entrepinares,1
"Entrepinares,Hacendado",1
Envia,20
Envia / Lidl,1
"Envia, Lidl",1
"Envia, Milbona",2
"Envia, Milbona, Pilos",1
"Envia, Natur Gut",1
Epi d'Or,1
Equador,1
"Erdbeer-Maracuja, MClassic",1
Erdinger,2
Eridanous,1
Esgir,2
Essalsabil,1
Essential Waitrose,2
"Essential Waitrose, Waitrose",1
"Essential Waitrose,Waitrose",2
Essential waitrose,1
Essential waitrose & partners,1
Essentials Waitrose & Partners,1
Ethiquable,25
"Etorki, Savencia",1
Euro Company,1
"Eurospin, Ginevra",1
"Eurospin, Mister Sibamba",1
Evernat,2
Everyday Essentials,2
Everyday essentials,2
"Everyday essentials,Aldi",1
Evian,5
Excelo,35
Exquisa,2
Extra,1
Extra Sapori d'Italia,1
"Extra Special, Asda Extra Special",1
"Extra, Wrigley’s",1
Extralait,1
FACENDADO,1
FAGE,1
FAGE Fruits,1
FAMI,1
FANTA,1
FAVRICHON,1
FERRERO ROCHER,1
FLEURY MICHON,1
FLYING GOOSE BRAND,1
FOL EPI,1
FUEL 10K,1
FUZE TEA,4
Fage,7
"Fair,simplement bon et bio",1
Fairebel,1
Fairefrance,1
Fairglobe,2
"Fairglobe, Way to go!, Lidl",1
Famille MICHAUD,1
Famille Michaud,3
"Famille Michaud, Lune de Miel",1
"Family Michaud, lune de miel",1
Fanta,11
"Fanta, Fanta orange",1
"Fanta, Fanta-light",1
"Fanta, The Coca-Cola Company",1
"Fanta,Fanta - The Coca Cola Company",1
Farchioni,1
Farrington Oil,1
Favorina,1
Favrichon,1
"Felicia,Hacendado",1
"Fermiers de Loué, LOUÉ",1
Ferrarelle,1
Ferrarelle S.P.A,1
Ferrero,36
Ferrero Rocher,3
"Ferrero, Kinder",9
"Ferrero, Kinder, Mixte",1
"Ferrero, Mon Chéri",1
"Ferrero, Nutella",9
"Ferrero, Nutella B-ready",1
"Ferrero, TIC TAC",1
"Ferrero, kinder",1
"Ferrero,Ferrero Rocher,Rocher,รอชเชอร์,เฟอเรโร,เฟอเรโร รอชเชอร์",1
"Ferrero,Kinder",3
"Ferrero,Mixte,TIC TAC",1
"Ferrero,Nutella",4
"Ferrero,Nutella b-ready",1
Fever-Tree,2
Ficello,1
Filet de maqueraux à la sauce tomate,1
Filippo Berio,7
"Filippo Berio,Trevi",1
Fin Carré,5
Fin Carré way to go,1
"Fin Carré, Lidl",5
"Fin Carré, lidl",2
"Fin Carré,Lidl",1
"Fin carré, Lidl",1
Fincarre,1
Findus,13
"Fine gourmande, Poulain",1
"Fine gourmande,Poulain",1
"Finesse, Herta, Herta Finesse",1
"Finn Crisp, LANTMANNEN CEREALIA AS",1
Finn crisps,1
Finnebrogue Artisan,2
Finnebrogue better naked,1
Fiorentini,2
"Fitness,Nestlé",1
Fitzgeralds,1
Fitzgeralds Sourdough Bagels,1
Flahavan's,4
Flash,1
"Fleischer, Selbst gemacht, The Wholesome Bar, Uberti",1
Fleurs michon,1
Fleury  Michon,1
Fleury Michon,70
Fleury michon,1
Flora,15
"Flora Food Group, Natacha",1
Flora proactiv,1
"Flora, Superdrug",1
Florbú,3
Florelli,3
Florette,1
Florida Crystals,1
Flying Goose Brand,1
"Flying Goose Brand, Exotic Food",1
"Flying Goose, Flying Goose Brand",1
"Fol Epi, Fromageries Perreault, Savencia",1
Font Vella,1
Fontaneda,2
Food For Life,1
Food Thoughts,1
Forest Feast,2
"Formule express, Picard",3
Four Seasons,7
Four seasons,1
Fourat,1
Francine,6
Frank Cooper's,1
"Frank Cooper's,The Pantry",1
Frank’s,1
Freee,1
Freeway,2
French's,1
Fresh,1
Fresh Gourmet,1
Freshona,32
Freshona - Lidl,1
"Freshona, Freshona - Lidl",1
"Freshona, Kirkland, Lidl Freshona, Freshona - Lidl",1
"Freshona, Lidl",1
"Freshona, Lidl, Lidl Freshona",1
"Freshona, Lidl, Vitasia",1
"Freshona,Kidneybohnen",1
"Freshona,Lidl",1
Frezzh,1
FrieslandCampina,1
Fromage,1
"Fromagerie Guilloteau, Pavé d'Affinois",1
"Fromagerie Milleret, L'Ortolan",1
"Fromageries des Chaumes, Le brebiou, Savencia",1
"Fromarsac, Savencia, St Moret",3
"Fromarsac, Savencia, Tartare",1
"Fromarsac,Islos,Savencia",1
"Fromarsac,Savencia,Tartare",1
"Fruit Shoot, Teisseire",1
Fruit d'Or,2
"Fruit d'Or ProActiv, Pro activ, ProActiv, ProActiv Expert",1
"Fruit d'Or ProActiv,ProActiv,ProActiv Expert,pro activ",1
"Fruit d'Or,Becel",1
Fruypis,1
Fry light,2
Frylight,1
"Fude   Serrahn Milchprodukte, Lidl, Milbona",1
Fuel,1
FulFil,1
Fulfil,1
"Full Green, Fullgreen",1
"Fullgreen, Waitrose",1
Fundo Sofruco,1
Funkie,4
"Funky Veggie, Funkie",1
Funny-frisch,1
Fuze Tea,2
"Fuze Tea, Fuzetea",1
FuzeTea,2
GASTRONOMIA DI MARE,1
GEIA FOOD AS,1
GO NUTS,1
GO ON,2
GOLDEN BRIDGE,1
GRAFSAFTER,1
GRAINÉA,2
GRANDESSA,1
Gaia,1
Galaxy,1
Galbani,8
Galbusera,14
Galletas Gullon,1
Gallina Blanca,3
Gallo,1
Garbit,2
Garden Gourmet,2
Garden gourmet,2
"Garden gourmet, Herta, Sensational",1
"Garlic sauce, Knoblauch, Sau'cee",1
Garofalo,1
Gastro,1
Gastro mixte,1
Gateau,1
Gavottes,4
Gayelord Hauser,3
Geeta’s,2
Geeta’s Foods Ltd,1
General Mills,3
"General Mills France,Nature valley",1
"General Mills, Nature Valley",1
"General Mills, Old El Paso",2
"General Mills, Old el Paso",1
"General Mills,Cheerios",1
"General Mills,Nature Valley",1
"Georgelin,Lucien Georgelin",1
Gerblé,72
Gerblé Bio,1
"Gerblé, Gerblé Bio",4
"Gerblé,Gerblé Vitalité,Nutrition & Santé",1
Gerlinea,1
Gerlinéa,1
"Gerlinéa, Ma Pause Gerlinéa",1
Gerolsteiner,1
Gervais,4
"Gervais, Gervais suisse nature",1
Ghayt,1
Gia,1
"Gifflar, Pagen, Pågen",1
Gilbert,2
Ginger Cordial,1
Ginsters,1
Giovanni Ferrari,1
Giovanni Rana,2
"Giovanni Rana, Rana",2
Glenryck,1
"Glico, LU, Mikado, Mondelez",1
"Glico, LUMondelez, Mikado",1
Go Ahead,3
Go Nuts,2
Go On,2
"Go On,Sante",1
Go Raw,1
Go-Tan,1
Goldback (Aldi Süd),1
Golden,1
Golden Sun,6
"Golden grahams,Nestlé",1
Golden sun,1
"Golden sun,Taste of",1
Goldenbridge,1
"Goldoni Annibale Prosciutti S.R.L,Parma",1
"Goldähren,Lieken",1
Good 4U,1
Goodfella's,1
Gosh,1
Gosh!,2
Gourmet,1
Grace,1
Grafschafter,1
"Grafschafter, Grafschafter Krautfabrik",1
"Grafschafter, Grafschafter Krautfabrik, ALDI Grafschafter",1
"Grafschafter, Lidl",1
"Grafschafter, Snack Food Poco Loco, el tequito",1
"Grafschafter, Tastino",1
"Grafschafter,Maître Jean Pierre,Bio Organic,Lidl",1
Graham's,3
Graham's The Family Dairy,1
Graham’s,1
Grain de Sail,1
Gran Luchito,1
Gran Pavesi,1
"Gran Pavesi, pavesi",1
Gran cereale,1
Granarolo,1
"Granarolo, Unconventional",1
Grand Fermage,5
Grandessa,6
Grand’mère,1
Granja san francisco,1
Granola,1
Granola Low Sugar Nuts & Seeds,1
"Granola, LU",1
"Granola, Lu",1
"Granola,LU,Mondelez",1
Graze,14
"Great Value,Wal-Mart Stores Inc.",1
Green & Black's,6
Green & Blacks,2
Green and black,1
Green and blacks,1
Green giant,1
Grenade,2
Grillon d'Or,2
Grillon d'or,1
"Grimbergen, Grimbergen Blonde",1
GrissinBon,1
"Gruma,Mission Wrap",1
Gräfschafer,1
"Grønvang Food ApS, Lidl, Vemondo",1
Grünländer,1
Guedila,1
Guinness,1
Gullon,6
Gullón,48
Gust Original,1
Gusto,2
Gut Bio,1
Guylian,1
Géant Vert,1
Géramont,1
H.W. Nevill's,1
HACENDADO,2
HAPPYVORE,1
HARIBO,1
HARRYS,1
HARi&CO,1
"HAUGEN-GRUPPEN AS, Kikkoman, Kikkoman - Kikkoman K.K.",1
"HAUGEN-GRUPPEN AS, Maldon",1
"HAUGEN-GRUPPEN AS,Heinz",1
HAWAI,1
HECK,1
HEINZ,5
HELLMANN'S,3
HERSHEY'S,1
HERTA,1
"HERTA, Le Bon Paris",14
"HERTA, Tarte en or",4
"HERTA, Trésor de Grand Mère",2
"HERTA,Le Bon Paris",1
HINDUSTAN COCA-COLA BEVERAGES PVT LTD.,1
HP,1
HP Foods,2
"HP Foods, Hp sauce",1
HP Sauce,1
Haagen-Dazs,1
Hacendado,391
"Hacendado, Mercadona",2
"Hacendado, Montesinos",1
"Hacendado, Siro",1
"Hacendado,Anitin",1
"Hacendado,Mercadona",1
"Hacendado,Mercadona S.A.",1
Halta,2
Hamoud Boualem,1
Handelshuset Hette AS,1
Handl norway as,1
Happy Bio,1
HappyVore,6
Happyvore,2
Harbour Salmon Co.,1
Hari&Co,2
Hari&co,1
Haribo,19
"Harris, Harrys",1
Harry,1
Harry's,3
Harrys,33
"Harrys, Harrys Né à Châteauroux",1
"Harrys, Harry’s",1
Hartley's,1
Harvest Basket,3
"Harvest Basket,Lidl",1
Harvest Morn,16
"Harvest Morn, Aldi",2
Hatherwood,1
Haugen - gruppen as,1
Hawai,1
"Hawai,Coca cola",1
Hayet,1
Heck,1
Heck!,1
Heidi,2
Heinz,95
Heinz Foods UK Ltd,1
"Heinz, Heinz / Coop",1
"Heinz, Morrisons",1
"Heinz, Nature’s pick",1
Hela,1
Hell,1
Hellman's,2
Hellmann's,15
Hellmans,1
"Hellmans,Unilever,Hellman's",1
Hemani,1
"Hendersons (Sheffield) Ltd,Henderson's",1
Hengstenberg,1
Henry's,2
Henrys,1
Henry’s,1
Hero,4
Herta,14
"Herta, Knacki",5
"Herta,Knacki",1
Heudebert,4
"Heudebert, LU, Mondelez",1
"Heudebert, Lu, Mondelez",1
"Heudebert, Lu, Mondelèz International",1
"Heudebert,LU,Mondelez",2
"Heudebert,Lu,Mondelez",1
Heura,3
HiPRO,1
Higgidy,2
Higgidy Family Kitchen,1
Highgate Fayre,1
"Highgate Fayre, Lidl",1
"Hikari miso, Hiraki Miso",1
Hilltop Everyday,1
Hiltop Honey,1
Hip Pop,1
Hipro,1
"Hipro, Danone",3
"Hipro, Hipro drinks, Danone",1
"Hitachino, Ribena",1
Hochland,1
"Hochland,Almette",1
Holland Corona,1
Hollie's,1
Hollywood,1
Holy Moly Dips,1
Homepride,1
Honey Maid,1
Horlicks,1
Hormel,1
"Hormel Foods Corporation, Skippy",1
Hovis,19
Hu,4
Hubbards / Aldi,1
Huel,4
Huilor,1
Hula hoops,1
Hulala,2
Hunter & Gather,1
"Huy Fong Foods, Inc.",1
Häagen-Dazs,5
Hénaff,2
I Can'T Believe It's Not Butter,1
"I. Schroeder, King's Crown, Kings Crown",1
IKEA,5
ISEY,1
ISIGNY STE MÈRE,1
ITAL PASSION,1
ITALIAMO,2
"ITALIAMO, Lidl Realforno, Realforno, Lidl",1
Ideal,3
"Idilia Foods, Nocilla",1
Idéal,5
Ifri,1
"Iglo, Fisch",1
"Igor, Lidl, Milbona",1
Ikea,3
Illy,1
Incarlopsa,3
Indomie,3
"Infusion, Lipton",1
Innocent,28
Innovit,2
Innovit (Action),1
Inspired Cuisine,1
"Inter Biscuits,Lidl,Sondey",1
"Intermaché, Itineraire des saveurs, Roussas",1
"Intermarché, Itinéraire des Saveurs, Sélection Intermarché",1
"Intermarché, Ivoria",2
"Intermarché, Les eleveurs vous disent merci",1
"Intermarché, Paquito",1
"Intermarché, Premier prix",1
"Intermarché, Pâturages",3
"Intermarché, Regain",2
"Intermarché, Regain, Regain bio",1
"Intersnack France, Vico",1
"Intersnack, Monster Munch, Vico",2
"Intersnack, Vico",4
Inés Rosales,1
Ironmaxx Nutrition GmbH & Co.,1
Isabel,3
Isey,3
Isey Skyr,1
Isigny Sainte-Mère,2
Isigny Ste Mère,3
Isola Bio,1
Isostar,1
"Istara, Lactalis, SNC Pyrénéfrom",1
It,1
"Italia, Ponti",1
Italiamo,10
"Italiamo, Lidl",1
"Italiamo, Mister Choc",1
"Italiamo,Lidl",2
Itinéraire des Saveurs,3
"Itinéraire des Saveurs, Itineraire de nos regions",1
"Itinéraire des Saveurs, Les Mousquetaires",1
Itinéraire des saveurs,1
Itsu,6
Ivoria,5
"Ivoria, Les creations",1
J FAVRICHON,3
J. D. Gross,1
"J.D. GROSS, LIDL",1
J.D. Gross,4
"J.D. Gross, Lidl",4
"J.D. Gross, Lidl, Lidl J.D. Gross",1
"J.D. Gross,Lidl",2
JACOBS DOUWE EGBERTS NORGE AS,1
JANAH FRERES,1
"JARDIN BIO ETIC, Jardin bio",1
JASON'S,1
JIFFY,1
JOKER,1
JORDANS,2
JTI,1
JUICEBURST,1
Ja,1
Ja!,1
"Ja! Rewe, ja!",1
"Ja!, Rewe",1
Jacksons,1
"Jacksons of Yorkshire,Jacksons",1
Jacob's,4
"Jacob's, Jacobs",2
Jacobs,3
"Jacobs Douwe Egberts, Maxwell House",1
Jacob’s,3
Jacquet,19
Jamar,1
Jamcal,1
James White,1
Jamie Oliver,3
Jammie dodgers,1
Jaouda,68
Jaouda Copag,1
Jaouda تبارك وتعالى,1
"Jaouda, Copag",1
Jardin Bio,2
Jardin Bio étic,1
"Jardin Bio étic, Jardin bio, Léa Nature",1
"Jardin Bio étic, Jardin biologique, Léa Nature",1
"Jardin Bio étic,Jardin bio,Léa Nature",1
"Jardin Bio, Jardin biologique, LEA Nature",1
"Jardin Bio, Jardin biologique, Léa Nature",5
"Jardin Bio, Léa Nature",4
"Jardin Bio, Léa nature",1
"Jardin Bio,Jardin biologique,Léa Nature",1
Jardin bio,9
Jardin bio',1
"Jardin bio, Jardin bio logique",1
"Jardin bio, Jardin biologique, Léa Nature",1
"Jardin bio, LEA Nature",2
"Jardin bio, LÉA NATURE",1
"Jardin bio, Léa Nature",18
"Jardin bio, Léa Nature, Jardin Bio Eric",1
"Jardin bio, Léa nature",1
"Jardin bio, jardin bio étic Léa Nature",1
"Jardin bio,Léa Nature",1
Jardin biologique,1
Jason's,6
Jason's Sourdough,3
Jason’s,2
Jaïd,1
Jean Hervé,4
Jeff's,1
Jensen & Co AS,1
Jibal,16
"Jibal, JIBAL",1
Jif,4
Jim Jams,1
Jobnaty,1
John West,5
Joker,7
Joly,3
"Joly,Doha",1
Jordan,1
Jordans,28
Jordan’s,2
Joseph Favrichon,1
Joyfuel,2
Juicy marbles,1
Jura flore,1
Jus Rol,1
Just Loading,1
Justin Bridou,1
Juver,4
"Jörd, Arla",1
K,1
K Kitchen Deli,1
K-Classic,1
"KARÉLÉA, Léa Nature",1
KELLOG'S,1
KERGUILLET,1
KFC,1
KIKKOMAN,1
KIND,6
KIRKLAND Signature,1
KIRKLAND signature,1
KODIAK,1
KP,6
KP Snacks,2
"KROKOLA, Merveilles du Monde",1
KROON,1
KTC,3
Kaiser,1
Kallo,4
"Kallo foods Ltd,kallø",1
Kallø,13
Kalos,1
Kambly,3
"Kango, LU",1
Kania,8
"Kania, Lidl, Winarom",1
"Kania, Lidl, zuckerfrei",1
"Kania,Kania Lidl,Kaninchen Lidl",1
"Kania,Lidl",3
Kaoka,3
Kara,6
"Karelea, Léa nature",2
"Karéléa, Léa Nature",4
Kavanagh's,1
Kellogg&#039,1
Kellogg's,69
Kellogg's extra,1
"Kellogg's, Extra",1
"Kellogg's, Extra, pépites",1
"Kellogg's, Pringles",1
"Kellogg's, Smacks",1
"Kellogg's, Special K",2
"Kellogg's, Tesco",1
"Kellogg's, Trésor",1
"Kellogg,Kellogg's",1
Kelloggs,1
Kellogg’s,4
Kelly's,1
Kelly’s,1
Kenco,1
Ker Cadélac,5
Kerrygold,4
"Kerrygold, Ornua Deutschland",1
"Kerrygold,Ornua Deutschland",3
Kettle,6
Kettle Chips,1
Khayrat,2
Kiddylicious,3
Kif,1
Kikkoman,7
"Kikkoman, Kikkoman - Kikkoman K.K.",2
Kind,2
Kinder,10
"Kinder, Ferrero",5
"Kinder, Mixte",1
"Kinder,Ferrero",1
"Kinder,Kinder Bueno",1
"Kinder,Kinder Délice",1
King Pot Noodle,1
Kingsmill,4
"King’s Crown, Aldi",1
Kioene,1
Kiri,16
Kirkland,3
Kirkland Signature,11
Kissan,2
"Kissan,Unilever",1
"KitKat,Nestlé",1
"Knacki, Herta",1
"Knoppers,Storck",1
Knorr,28
"Knorr, Morrisons",1
"Knorr, Secret d'Arômes",1
"Knorr, Unilever",3
"Knorr®, Unilever®",3
Kodiak,1
Koko,1
"Kong Strong, Kong Strong Urban Classic Energy Drink",1
Kotlin,1
Kraft,5
"Kraft Foods, LU, Mondelez",1
"Kraft Foods, Milka",1
"Kraft Foods,LU,Petit écolier",1
"Kraft, Kraft Foods, Mondelèz International, Philadelphia",1
Krasnystaw,1
Krisprolls,5
Ktc,1
"Kub or, Maggi",4
"Kub or,Maggi,Maggi Kub or",1
"Kub, MaggiNestlé",1
"Kuchenzauber, Maître Jean-Pierre",1
Kuhne,1
Kujawski,1
Kurkure,2
Kölln,4
"Kölln, Peter Kölln GmbH & Co. KGaA",1
Kûhne,1
"Kühlmann,Wonnemeyer",1
Kühne,1
Kühne Kühne,1
"L'Apiculteur, Yves Michaud",1
L'Atelier Blini,3
"L'Atelier Père Dodu, Père Dodu",1
L'atelier Blini,4
L'oeuf de nos villages,1
"L. Roses & Co ltd, Rose's",1
LA BALEINE,1
LA BELLE 220da,1
LA BOULANGÈRE,1
LA VACHE QUI RIT,1
LA VIE,2
LABEYRIE,1
LACTEL,2
LAOGANMA,1
"LAY'S, Lays",1
LE NATURE,1
LE SAVOUREUX,1
LE STERN,1
"LEAN&GREEN,Vit.Hit,Vithit",1
LES DANONE DU MONDE,1
LES P'TITES TARTINES,1
LIDL,8
"LIDL, PRIMADONNA",1
"LIDL, italiamo",1
LIFESTYLE,1
LIGHT & FREE 0%,1
LINDA McCARTNEY,1
LINDAHLS PRO,1
LU,31
LU Pelletier,1
"LU, Mikado",2
"LU, Mondelez",7
"LU, Mondelez International",2
"LU, Mondelez, Mondelez international",1
"LU, Mondelez, Napolitain",1
"LU, Mondelez, Pelletier",1
"LU, Mondelez, Prince",1
"LU, Mondelēz, Tuc",1
"LU, Mondelēz, Tuc, Mondelez",1
"LU, Pelletier",2
"LU, belVita",1
"LU,Mondelez",2
"LU,Mondelez International",3
"LU,Mondelez,Pépito",1
"LU,Prince",1
LU-Mondelez,1
LUMondelez,2
LURPAK,1
La BOULANGÈRE,1
La Baleine,1
La Belle Chaurienne,3
La Boulangère,18
"La Boulangère Bio, La boulangere",3
"La Boulangère Bio,La boulangere",1
"La Boulangère,La Boulangère Bio",1
La Carloteña,2
La Cestera,2
La Chocolatera,1
La Délicieuse,1
La Española,1
La Fermière,2
La Fournée Dorée,4
La Fournée dorée,3
La Hollandaise,2
La Laitière,1
La Maison Guiot,1
La Minut,1
"La Minut, Orkla",1
La Molisana,1
La Mère Poulard,4
"La Pastilla, Samia",1
La Pie Qui Chante,1
La Vie,1
"La Vie, La Vie Foods, LaVie_Foods",1
"La Vie, la vie foods",1
La Vieja Fábrica,1
"La Vosgienne, Mondelez",1
La baleine,3
La boulangere,1
La boulangère,1
La fermière,1
"La fermière, La Fermière",1
La fournee doree,1
La jardinière,1
La lumbre,1
La maison guiot,1
